"id","sensor","time","data","session","sensor_data","sessionsecond","hedeflenen"
"2022080","co2","23/5/2024 13:39:07","0","3568","0","4139",
"2022081","o","23/5/2024 13:39:08","21.1","3568","6905","4140",
"2022082","temp","23/5/2024 13:39:08","25.47","3568","16692","4140",
"2022083","pressure","23/5/2024 13:39:08","45.14","3568","2768","4140",
"2022084","co2","23/5/2024 13:39:08","0","3568","0","4140",
"2022085","o","23/5/2024 13:39:09","21.1","3568","6905","4141",
"2022086","temp","23/5/2024 13:39:09","25.46","3568","16684","4141",
"2022087","pressure","23/5/2024 13:39:09","45.4","3568","2784","4141",
"2022088","co2","23/5/2024 13:39:09","0","3568","0","4141",
"2022089","o","23/5/2024 13:39:10","21.1","3568","6905","4142",
"2022090","temp","23/5/2024 13:39:10","25.47","3568","16692","4142",
"2022091","pressure","23/5/2024 13:39:10","45.14","3568","2768","4142",
"2022092","co2","23/5/2024 13:39:10","0","3568","0","4142",
"2022093","o","23/5/2024 13:39:11","21.1","3568","6905","4143",
"2022094","temp","23/5/2024 13:39:11","25.47","3568","16692","4143",
"2022095","pressure","23/5/2024 13:39:11","45.67","3568","2800","4143",
"2022096","co2","23/5/2024 13:39:11","0","3568","0","4143",
"2022097","o","23/5/2024 13:39:12","21.1","3568","6905","4144",
"2022098","temp","23/5/2024 13:39:12","25.48","3568","16700","4144",
"2022099","pressure","23/5/2024 13:39:12","45.4","3568","2784","4144",
"2022100","co2","23/5/2024 13:39:12","0","3568","0","4144",
"2022101","o","23/5/2024 13:39:13","21.1","3568","6905","4145",
"2022102","temp","23/5/2024 13:39:13","25.48","3568","16700","4145",
"2022103","pressure","23/5/2024 13:39:13","45.14","3568","2768","4145",
"2022104","co2","23/5/2024 13:39:13","0","3568","0","4145",
"2022105","o","23/5/2024 13:39:14","21.1","3568","6905","4146",
"2022106","temp","23/5/2024 13:39:14","25.48","3568","16700","4146",
"2022107","pressure","23/5/2024 13:39:14","45.4","3568","2784","4146",
"2022108","co2","23/5/2024 13:39:14","0","3568","0","4146",
"2022109","o","23/5/2024 13:39:15","21.1","3568","6921","4147",
"2022110","temp","23/5/2024 13:39:15","25.47","3568","16692","4147",
"2022111","pressure","23/5/2024 13:39:15","45.67","3568","2800","4147",
"2022112","co2","23/5/2024 13:39:15","0","3568","0","4147",
"2022113","o","23/5/2024 13:39:16","21.1","3568","6905","4148",
"2022114","temp","23/5/2024 13:39:16","25.5","3568","16708","4148",
"2022115","pressure","23/5/2024 13:39:16","45.4","3568","2784","4148",
"2022116","co2","23/5/2024 13:39:16","0","3568","0","4148",
"2022117","o","23/5/2024 13:39:17","21.1","3568","6905","4149",
"2022118","temp","23/5/2024 13:39:17","25.48","3568","16700","4149",
"2022119","pressure","23/5/2024 13:39:17","45.14","3568","2768","4149",
"2022120","co2","23/5/2024 13:39:17","0","3568","0","4149",
"2022121","o","23/5/2024 13:39:18","21.1","3568","6905","4150",
"2022122","temp","23/5/2024 13:39:18","25.46","3568","16684","4150",
"2022123","pressure","23/5/2024 13:39:18","45.14","3568","2768","4150",
"2022124","co2","23/5/2024 13:39:18","0","3568","0","4150",
"2022125","o","23/5/2024 13:39:19","21.1","3568","6921","4151",
"2022126","temp","23/5/2024 13:39:19","25.5","3568","16708","4151",
"2022127","pressure","23/5/2024 13:39:19","45.14","3568","2768","4151",
"2022128","co2","23/5/2024 13:39:19","0","3568","0","4151",
"2022129","o","23/5/2024 13:39:20","21.1","3568","6921","4152",
"2022130","temp","23/5/2024 13:39:20","25.47","3568","16692","4152",
"2022131","pressure","23/5/2024 13:39:20","45.14","3568","2768","4152",
"2022132","co2","23/5/2024 13:39:20","0","3568","0","4152",
"2022133","o","23/5/2024 13:39:21","21.1","3568","6921","4153",
"2022134","temp","23/5/2024 13:39:21","25.47","3568","16692","4153",
"2022135","pressure","23/5/2024 13:39:21","45.67","3568","2800","4153",
"2022136","co2","23/5/2024 13:39:21","0","3568","0","4153",
"2022137","o","23/5/2024 13:39:22","21.1","3568","6921","4154",
"2022138","temp","23/5/2024 13:39:22","25.43","3568","16668","4154",
"2022139","pressure","23/5/2024 13:39:22","45.4","3568","2784","4154",
"2022140","co2","23/5/2024 13:39:22","0","3568","0","4154",
"2022141","o","23/5/2024 13:39:23","21.1","3568","6929","4155",
"2022142","temp","23/5/2024 13:39:23","25.47","3568","16692","4155",
"2022143","pressure","23/5/2024 13:39:23","45.4","3568","2784","4155",
"2022144","co2","23/5/2024 13:39:23","0","3568","0","4155",
"2022145","o","23/5/2024 13:39:24","21.1","3568","6921","4156",
"2022146","temp","23/5/2024 13:39:24","25.48","3568","16700","4156",
"2022147","pressure","23/5/2024 13:39:24","45.4","3568","2784","4156",
"2022148","co2","23/5/2024 13:39:24","0","3568","0","4156",
"2022149","o","23/5/2024 13:39:25","21.1","3568","6929","4157",
"2022150","temp","23/5/2024 13:39:25","25.48","3568","16700","4157",
"2022151","pressure","23/5/2024 13:39:25","45.14","3568","2768","4157",
"2022152","co2","23/5/2024 13:39:25","0","3568","0","4157",
"2022153","o","23/5/2024 13:39:26","21.1","3568","6929","4158",
"2022154","temp","23/5/2024 13:39:26","25.48","3568","16700","4158",
"2022155","pressure","23/5/2024 13:39:26","45.4","3568","2784","4158",
"2022156","co2","23/5/2024 13:39:26","0","3568","0","4158",
"2022157","o","23/5/2024 13:39:27","21.2","3568","6937","4159",
"2022158","temp","23/5/2024 13:39:27","25.46","3568","16684","4159",
"2022159","pressure","23/5/2024 13:39:27","45.14","3568","2768","4159",
"2022160","co2","23/5/2024 13:39:27","0","3568","0","4159",
"2022161","o","23/5/2024 13:39:28","21.2","3568","6937","4160",
"2022162","temp","23/5/2024 13:39:28","25.47","3568","16692","4160",
"2022163","pressure","23/5/2024 13:39:28","45.67","3568","2800","4160",
"2022164","co2","23/5/2024 13:39:28","0","3568","0","4160",
"2022165","o","23/5/2024 13:39:29","21.2","3568","6953","4161",
"2022166","temp","23/5/2024 13:39:29","25.48","3568","16700","4161",
"2022167","pressure","23/5/2024 13:39:29","45.67","3568","2800","4161",
"2022168","co2","23/5/2024 13:39:29","0","3568","0","4161",
"2022169","o","23/5/2024 13:39:30","21.1","3568","6929","4162",
"2022170","temp","23/5/2024 13:39:30","25.5","3568","16708","4162",
"2022171","pressure","23/5/2024 13:39:30","45.14","3568","2768","4162",
"2022172","co2","23/5/2024 13:39:30","0","3568","0","4162",
"2022173","o","23/5/2024 13:39:31","21.1","3568","6929","4163",
"2022174","temp","23/5/2024 13:39:31","25.48","3568","16700","4163",
"2022175","pressure","23/5/2024 13:39:31","45.14","3568","2768","4163",
"2022176","co2","23/5/2024 13:39:31","0","3568","0","4163",
"2022177","o","23/5/2024 13:39:32","21.2","3568","6937","4164",
"2022178","temp","23/5/2024 13:39:32","25.48","3568","16700","4164",
"2022179","pressure","23/5/2024 13:39:32","45.4","3568","2784","4164",
"2022180","co2","23/5/2024 13:39:32","0","3568","0","4164",
"2022181","o","23/5/2024 13:39:33","21.2","3568","6937","4165",
"2022182","temp","23/5/2024 13:39:33","25.48","3568","16700","4165",
"2022183","pressure","23/5/2024 13:39:33","45.4","3568","2784","4165",
"2022184","co2","23/5/2024 13:39:33","0","3568","0","4165",
"2022185","o","23/5/2024 13:39:34","21.2","3568","6937","4166",
"2022186","temp","23/5/2024 13:39:34","25.47","3568","16692","4166",
"2022187","pressure","23/5/2024 13:39:34","45.4","3568","2784","4166",
"2022188","co2","23/5/2024 13:39:34","0","3568","0","4166",
"2022189","o","23/5/2024 13:39:35","21.2","3568","6937","4167",
"2022190","temp","23/5/2024 13:39:35","25.46","3568","16684","4167",
"2022191","pressure","23/5/2024 13:39:35","45.01","3568","2760","4167",
"2022192","co2","23/5/2024 13:39:35","0","3568","0","4167",
"2022193","o","23/5/2024 13:39:36","21.2","3568","6937","4168",
"2022194","temp","23/5/2024 13:39:36","25.48","3568","16700","4168",
"2022195","pressure","23/5/2024 13:39:36","45.4","3568","2784","4168",
"2022196","co2","23/5/2024 13:39:36","0","3568","0","4168",
"2022197","o","23/5/2024 13:39:37","21.1","3568","6929","4169",
"2022198","temp","23/5/2024 13:39:37","25.47","3568","16692","4169",
"2022199","pressure","23/5/2024 13:39:37","45.14","3568","2768","4169",
"2022200","co2","23/5/2024 13:39:37","0","3568","0","4169",
"2022201","o","23/5/2024 13:39:38","21.2","3568","6953","4170",
"2022202","temp","23/5/2024 13:39:38","25.47","3568","16692","4170",
"2022203","pressure","23/5/2024 13:39:38","45.4","3568","2784","4170",
"2022204","co2","23/5/2024 13:39:38","0","3568","0","4170",
"2022205","o","23/5/2024 13:39:39","21.1","3568","6929","4171",
"2022206","temp","23/5/2024 13:39:39","25.46","3568","16684","4171",
"2022207","pressure","23/5/2024 13:39:39","45.14","3568","2768","4171",
"2022208","co2","23/5/2024 13:39:39","0","3568","0","4171",
"2022209","o","23/5/2024 13:39:40","21.1","3568","6929","4172",
"2022210","temp","23/5/2024 13:39:40","25.47","3568","16692","4172",
"2022211","pressure","23/5/2024 13:39:40","45.14","3568","2768","4172",
"2022212","co2","23/5/2024 13:39:40","0","3568","0","4172",
"2022213","o","23/5/2024 13:39:41","21.1","3568","6921","4173",
"2022214","temp","23/5/2024 13:39:41","25.48","3568","16700","4173",
"2022215","pressure","23/5/2024 13:39:41","45.14","3568","2768","4173",
"2022216","co2","23/5/2024 13:39:41","0","3568","0","4173",
"2022217","o","23/5/2024 13:39:42","21.1","3568","6921","4174",
"2022218","temp","23/5/2024 13:39:42","25.48","3568","16700","4174",
"2022219","pressure","23/5/2024 13:39:42","45.4","3568","2784","4174",
"2022220","co2","23/5/2024 13:39:42","0","3568","0","4174",
"2022221","o","23/5/2024 13:39:43","21.1","3568","6921","4175",
"2022222","temp","23/5/2024 13:39:43","25.48","3568","16700","4175",
"2022223","pressure","23/5/2024 13:39:43","45.4","3568","2784","4175",
"2022224","co2","23/5/2024 13:39:43","0","3568","0","4175",
"2022225","o","23/5/2024 13:39:44","21.1","3568","6929","4176",
"2022226","temp","23/5/2024 13:39:44","25.47","3568","16692","4176",
"2022227","pressure","23/5/2024 13:39:44","45.14","3568","2768","4176",
"2022228","co2","23/5/2024 13:39:44","0","3568","0","4176",
"2022229","o","23/5/2024 13:39:45","21.1","3568","6921","4177",
"2022230","temp","23/5/2024 13:39:45","25.48","3568","16700","4177",
"2022231","pressure","23/5/2024 13:39:45","45.4","3568","2784","4177",
"2022232","co2","23/5/2024 13:39:45","0","3568","0","4177",
"2022233","o","23/5/2024 13:39:46","21.1","3568","6921","4178",
"2022234","temp","23/5/2024 13:39:46","25.48","3568","16700","4178",
"2022235","pressure","23/5/2024 13:39:46","45.4","3568","2784","4178",
"2022236","co2","23/5/2024 13:39:46","0","3568","0","4178",
"2022237","o","23/5/2024 13:39:47","21.1","3568","6921","4179",
"2022238","temp","23/5/2024 13:39:47","25.47","3568","16692","4179",
"2022239","pressure","23/5/2024 13:39:47","45.4","3568","2784","4179",
"2022240","co2","23/5/2024 13:39:47","0","3568","0","4179",
"2022241","o","23/5/2024 13:39:48","21.1","3568","6921","4180",
"2022242","temp","23/5/2024 13:39:48","25.48","3568","16700","4180",
"2022243","pressure","23/5/2024 13:39:48","45.4","3568","2784","4180",
"2022244","co2","23/5/2024 13:39:48","0","3568","0","4180",
"2022245","o","23/5/2024 13:39:49","21.1","3568","6921","4181",
"2022246","temp","23/5/2024 13:39:49","25.47","3568","16692","4181",
"2022247","pressure","23/5/2024 13:39:49","45.67","3568","2800","4181",
"2022248","co2","23/5/2024 13:39:49","0","3568","0","4181",
"2022249","o","23/5/2024 13:39:50","21.1","3568","6921","4182",
"2022250","temp","23/5/2024 13:39:50","25.43","3568","16668","4182",
"2022251","pressure","23/5/2024 13:39:50","45.4","3568","2784","4182",
"2022252","co2","23/5/2024 13:39:50","0","3568","0","4182",
"2022253","o","23/5/2024 13:39:51","21.1","3568","6921","4183",
"2022254","temp","23/5/2024 13:39:51","25.46","3568","16684","4183",
"2022255","pressure","23/5/2024 13:39:51","45.67","3568","2800","4183",
"2022256","co2","23/5/2024 13:39:51","0","3568","0","4183",
"2022257","o","23/5/2024 13:39:52","21.1","3568","6921","4184",
"2022258","temp","23/5/2024 13:39:52","25.48","3568","16700","4184",
"2022259","pressure","23/5/2024 13:39:52","45.4","3568","2784","4184",
"2022260","co2","23/5/2024 13:39:52","0","3568","0","4184",
"2022261","o","23/5/2024 13:39:53","21.1","3568","6921","4185",
"2022262","temp","23/5/2024 13:39:53","25.47","3568","16692","4185",
"2022263","pressure","23/5/2024 13:39:53","45.4","3568","2784","4185",
"2022264","co2","23/5/2024 13:39:53","0","3568","0","4185",
"2022265","o","23/5/2024 13:39:54","21.1","3568","6921","4186",
"2022266","temp","23/5/2024 13:39:54","25.5","3568","16708","4186",
"2022267","pressure","23/5/2024 13:39:54","45.4","3568","2784","4186",
"2022268","co2","23/5/2024 13:39:54","0","3568","0","4186",
"2022269","o","23/5/2024 13:39:55","21.1","3568","6921","4187",
"2022270","temp","23/5/2024 13:39:55","25.48","3568","16700","4187",
"2022271","pressure","23/5/2024 13:39:55","45.4","3568","2784","4187",
"2022272","co2","23/5/2024 13:39:55","0","3568","0","4187",
"2022273","o","23/5/2024 13:39:56","21.1","3568","6921","4188",
"2022274","temp","23/5/2024 13:39:56","25.43","3568","16668","4188",
"2022275","pressure","23/5/2024 13:39:56","45.14","3568","2768","4188",
"2022276","co2","23/5/2024 13:39:56","0","3568","0","4188",
"2022277","o","23/5/2024 13:39:57","21.1","3568","6905","4189",
"2022278","temp","23/5/2024 13:39:57","25.48","3568","16700","4189",
"2022279","pressure","23/5/2024 13:39:57","45.4","3568","2784","4189",
"2022280","co2","23/5/2024 13:39:57","0","3568","0","4189",
"2022281","o","23/5/2024 13:39:58","21.1","3568","6921","4190",
"2022282","temp","23/5/2024 13:39:58","25.48","3568","16700","4190",
"2022283","pressure","23/5/2024 13:39:58","45.14","3568","2768","4190",
"2022284","co2","23/5/2024 13:39:58","0","3568","0","4190",
"2022285","o","23/5/2024 13:39:59","21.1","3568","6921","4191",
"2022286","temp","23/5/2024 13:39:59","25.48","3568","16700","4191",
"2022287","pressure","23/5/2024 13:39:59","45.14","3568","2768","4191",
"2022288","co2","23/5/2024 13:39:59","0","3568","0","4191",
"2022289","o","23/5/2024 13:40:00","21.1","3568","6921","4192",
"2022290","temp","23/5/2024 13:40:00","25.47","3568","16692","4192",
"2022291","pressure","23/5/2024 13:40:00","45.67","3568","2800","4192",
"2022292","co2","23/5/2024 13:40:00","0","3568","0","4192",
"2022293","o","23/5/2024 13:40:01","21.1","3568","6905","4193",
"2022294","temp","23/5/2024 13:40:01","25.48","3568","16700","4193",
"2022295","pressure","23/5/2024 13:40:01","45.14","3568","2768","4193",
"2022296","co2","23/5/2024 13:40:01","0","3568","0","4193",
"2022297","o","23/5/2024 13:40:02","21.1","3568","6921","4194",
"2022298","temp","23/5/2024 13:40:02","25.5","3568","16708","4194",
"2022299","pressure","23/5/2024 13:40:02","45.14","3568","2768","4194",
"2022300","co2","23/5/2024 13:40:02","0","3568","0","4194",
"2022301","o","23/5/2024 13:40:03","21.1","3568","6905","4195",
"2022302","temp","23/5/2024 13:40:03","25.46","3568","16684","4195",
"2022303","pressure","23/5/2024 13:40:03","45.4","3568","2784","4195",
"2022304","co2","23/5/2024 13:40:03","0","3568","0","4195",
"2022305","o","23/5/2024 13:40:04","21.1","3568","6905","4196",
"2022306","temp","23/5/2024 13:40:04","25.5","3568","16708","4196",
"2022307","pressure","23/5/2024 13:40:04","45.4","3568","2784","4196",
"2022308","co2","23/5/2024 13:40:04","0","3568","0","4196",
"2022309","o","23/5/2024 13:40:05","21.1","3568","6921","4197",
"2022310","temp","23/5/2024 13:40:05","25.48","3568","16700","4197",
"2022311","pressure","23/5/2024 13:40:05","45.4","3568","2784","4197",
"2022312","co2","23/5/2024 13:40:05","0","3568","0","4197",
"2022313","o","23/5/2024 13:40:06","21.1","3568","6921","4198",
"2022314","temp","23/5/2024 13:40:06","25.43","3568","16668","4198",
"2022315","pressure","23/5/2024 13:40:06","45.01","3568","2760","4198",
"2022316","co2","23/5/2024 13:40:06","0","3568","0","4198",
"2022317","o","23/5/2024 13:40:07","21.1","3568","6905","4199",
"2022318","temp","23/5/2024 13:40:07","25.47","3568","16692","4199",
"2022319","pressure","23/5/2024 13:40:07","45.4","3568","2784","4199",
"2022320","co2","23/5/2024 13:40:07","0","3568","0","4199",
"2022321","o","23/5/2024 13:40:08","21.1","3568","6905","4200",
"2022322","temp","23/5/2024 13:40:08","25.48","3568","16700","4200",
"2022323","pressure","23/5/2024 13:40:08","45.01","3568","2760","4200",
"2022324","co2","23/5/2024 13:40:08","0","3568","0","4200",
"2022325","o","23/5/2024 13:40:09","21.1","3568","6921","4201",
"2022326","temp","23/5/2024 13:40:09","25.48","3568","16700","4201",
"2022327","pressure","23/5/2024 13:40:09","45.14","3568","2768","4201",
"2022328","co2","23/5/2024 13:40:09","0","3568","0","4201",
"2022329","o","23/5/2024 13:40:10","21.1","3568","6921","4202",
"2022330","temp","23/5/2024 13:40:10","25.48","3568","16700","4202",
"2022331","pressure","23/5/2024 13:40:10","45.14","3568","2768","4202",
"2022332","co2","23/5/2024 13:40:10","0","3568","0","4202",
"2022333","o","23/5/2024 13:40:11","21.1","3568","6905","4203",
"2022334","temp","23/5/2024 13:40:11","25.43","3568","16668","4203",
"2022335","pressure","23/5/2024 13:40:11","45.4","3568","2784","4203",
"2022336","co2","23/5/2024 13:40:11","0","3568","0","4203",
"2022337","o","23/5/2024 13:40:13","21.1","3568","6905","4204",
"2022338","temp","23/5/2024 13:40:13","25.47","3568","16692","4204",
"2022339","pressure","23/5/2024 13:40:13","45.14","3568","2768","4204",
"2022340","co2","23/5/2024 13:40:13","0","3568","0","4204",
"2022341","o","23/5/2024 13:40:13","21.1","3568","6921","4205",
"2022342","temp","23/5/2024 13:40:13","25.43","3568","16668","4205",
"2022343","pressure","23/5/2024 13:40:13","45.67","3568","2800","4205",
"2022344","co2","23/5/2024 13:40:13","0","3568","0","4205",
"2022345","o","23/5/2024 13:40:14","21.1","3568","6929","4206",
"2022346","temp","23/5/2024 13:40:14","25.47","3568","16692","4206",
"2022347","pressure","23/5/2024 13:40:14","45.14","3568","2768","4206",
"2022348","co2","23/5/2024 13:40:14","0","3568","0","4206",
"2022349","o","23/5/2024 13:40:15","21.1","3568","6929","4207",
"2022350","temp","23/5/2024 13:40:15","25.47","3568","16692","4207",
"2022351","pressure","23/5/2024 13:40:15","45.4","3568","2784","4207",
"2022352","co2","23/5/2024 13:40:15","0","3568","0","4207",
"2022353","o","23/5/2024 13:40:16","21.1","3568","6921","4208",
"2022354","temp","23/5/2024 13:40:16","25.47","3568","16692","4208",
"2022355","pressure","23/5/2024 13:40:16","45.14","3568","2768","4208",
"2022356","co2","23/5/2024 13:40:16","0","3568","0","4208",
"2022357","o","23/5/2024 13:40:17","21.1","3568","6921","4209",
"2022358","temp","23/5/2024 13:40:17","25.46","3568","16684","4209",
"2022359","pressure","23/5/2024 13:40:17","45.4","3568","2784","4209",
"2022360","co2","23/5/2024 13:40:17","0","3568","0","4209",
"2022361","o","23/5/2024 13:40:18","21.1","3568","6921","4210",
"2022362","temp","23/5/2024 13:40:18","25.47","3568","16692","4210",
"2022363","pressure","23/5/2024 13:40:18","45.14","3568","2768","4210",
"2022364","co2","23/5/2024 13:40:18","0","3568","0","4210",
"2022365","o","23/5/2024 13:40:19","21.1","3568","6921","4211",
"2022366","temp","23/5/2024 13:40:19","25.47","3568","16692","4211",
"2022367","pressure","23/5/2024 13:40:19","45.14","3568","2768","4211",
"2022368","co2","23/5/2024 13:40:19","0","3568","0","4211",
"2022369","o","23/5/2024 13:40:20","21.1","3568","6929","4212",
"2022370","temp","23/5/2024 13:40:20","25.48","3568","16700","4212",
"2022371","pressure","23/5/2024 13:40:20","45.14","3568","2768","4212",
"2022372","co2","23/5/2024 13:40:20","0","3568","0","4212",
"2022373","o","23/5/2024 13:40:21","21.1","3568","6929","4213",
"2022374","temp","23/5/2024 13:40:21","25.47","3568","16692","4213",
"2022375","pressure","23/5/2024 13:40:21","45.4","3568","2784","4213",
"2022376","co2","23/5/2024 13:40:21","0","3568","0","4213",
"2022377","o","23/5/2024 13:40:22","21.2","3568","6953","4214",
"2022378","temp","23/5/2024 13:40:22","25.46","3568","16684","4214",
"2022379","pressure","23/5/2024 13:40:22","45.67","3568","2800","4214",
"2022380","co2","23/5/2024 13:40:22","0","3568","0","4214",
"2022381","o","23/5/2024 13:40:23","21.2","3568","6937","4215",
"2022382","temp","23/5/2024 13:40:23","25.47","3568","16692","4215",
"2022383","pressure","23/5/2024 13:40:23","45.4","3568","2784","4215",
"2022384","co2","23/5/2024 13:40:23","0","3568","0","4215",
"2022385","o","23/5/2024 13:40:24","21.2","3568","6937","4216",
"2022386","temp","23/5/2024 13:40:24","25.43","3568","16668","4216",
"2022387","pressure","23/5/2024 13:40:24","45.4","3568","2784","4216",
"2022388","co2","23/5/2024 13:40:24","0","3568","0","4216",
"2022389","o","23/5/2024 13:40:25","21.2","3568","6953","4217",
"2022390","temp","23/5/2024 13:40:25","25.47","3568","16692","4217",
"2022391","pressure","23/5/2024 13:40:25","45.4","3568","2784","4217",
"2022392","co2","23/5/2024 13:40:25","0","3568","0","4217",
"2022393","o","23/5/2024 13:40:26","21.1","3568","6929","4218",
"2022394","temp","23/5/2024 13:40:26","25.47","3568","16692","4218",
"2022395","pressure","23/5/2024 13:40:26","45.67","3568","2800","4218",
"2022396","co2","23/5/2024 13:40:26","0","3568","0","4218",
"2022397","o","23/5/2024 13:40:27","21.1","3568","6929","4219",
"2022398","temp","23/5/2024 13:40:27","25.47","3568","16692","4219",
"2022399","pressure","23/5/2024 13:40:27","45.14","3568","2768","4219",
"2022400","co2","23/5/2024 13:40:27","0","3568","0","4219",
"2022401","o","23/5/2024 13:40:28","21.1","3568","6929","4220",
"2022402","temp","23/5/2024 13:40:28","25.47","3568","16692","4220",
"2022403","pressure","23/5/2024 13:40:28","45.14","3568","2768","4220",
"2022404","co2","23/5/2024 13:40:28","0","3568","0","4220",
"2022405","o","23/5/2024 13:40:29","21.2","3568","6937","4221",
"2022406","temp","23/5/2024 13:40:29","25.5","3568","16708","4221",
"2022407","pressure","23/5/2024 13:40:29","45.14","3568","2768","4221",
"2022408","co2","23/5/2024 13:40:29","0","3568","0","4221",
"2022409","o","23/5/2024 13:40:30","21.2","3568","6953","4222",
"2022410","temp","23/5/2024 13:40:30","25.43","3568","16668","4222",
"2022411","pressure","23/5/2024 13:40:30","45.4","3568","2784","4222",
"2022412","co2","23/5/2024 13:40:30","0","3568","0","4222",
"2022413","o","23/5/2024 13:40:31","21.2","3568","6937","4223",
"2022414","temp","23/5/2024 13:40:31","25.46","3568","16684","4223",
"2022415","pressure","23/5/2024 13:40:31","45.67","3568","2800","4223",
"2022416","co2","23/5/2024 13:40:31","0","3568","0","4223",
"2022417","o","23/5/2024 13:40:32","21.2","3568","6953","4224",
"2022418","temp","23/5/2024 13:40:32","25.46","3568","16684","4224",
"2022419","pressure","23/5/2024 13:40:32","45.4","3568","2784","4224",
"2022420","co2","23/5/2024 13:40:32","0","3568","0","4224",
"2022421","o","23/5/2024 13:40:33","21.2","3568","6953","4225",
"2022422","temp","23/5/2024 13:40:33","25.47","3568","16692","4225",
"2022423","pressure","23/5/2024 13:40:33","45.67","3568","2800","4225",
"2022424","co2","23/5/2024 13:40:33","0","3568","0","4225",
"2022425","o","23/5/2024 13:40:34","21.1","3568","6929","4226",
"2022426","temp","23/5/2024 13:40:34","25.47","3568","16692","4226",
"2022427","pressure","23/5/2024 13:40:34","45.4","3568","2784","4226",
"2022428","co2","23/5/2024 13:40:34","0","3568","0","4226",
"2022429","o","23/5/2024 13:40:35","21.2","3568","6953","4227",
"2022430","temp","23/5/2024 13:40:35","25.47","3568","16692","4227",
"2022431","pressure","23/5/2024 13:40:35","45.4","3568","2784","4227",
"2022432","co2","23/5/2024 13:40:35","0","3568","0","4227",
"2022433","o","23/5/2024 13:40:36","21.2","3568","6953","4228",
"2022434","temp","23/5/2024 13:40:36","25.47","3568","16692","4228",
"2022435","pressure","23/5/2024 13:40:36","45.01","3568","2760","4228",
"2022436","co2","23/5/2024 13:40:36","0","3568","0","4228",
"2022437","o","23/5/2024 13:40:37","21.2","3568","6953","4229",
"2022438","temp","23/5/2024 13:40:37","25.47","3568","16692","4229",
"2022439","pressure","23/5/2024 13:40:37","45.14","3568","2768","4229",
"2022440","co2","23/5/2024 13:40:37","0","3568","0","4229",
"2022441","o","23/5/2024 13:40:38","21.2","3568","6953","4230",
"2022442","temp","23/5/2024 13:40:38","25.47","3568","16692","4230",
"2022443","pressure","23/5/2024 13:40:38","45.14","3568","2768","4230",
"2022444","co2","23/5/2024 13:40:38","0","3568","0","4230",
"2022445","o","23/5/2024 13:40:39","21.2","3568","6953","4231",
"2022446","temp","23/5/2024 13:40:39","25.46","3568","16684","4231",
"2022447","pressure","23/5/2024 13:40:39","45.67","3568","2800","4231",
"2022448","co2","23/5/2024 13:40:39","0","3568","0","4231",
"2022449","o","23/5/2024 13:40:40","21.2","3568","6953","4232",
"2022450","temp","23/5/2024 13:40:40","25.5","3568","16708","4232",
"2022451","pressure","23/5/2024 13:40:40","45.14","3568","2768","4232",
"2022452","co2","23/5/2024 13:40:40","0","3568","0","4232",
"2022453","o","23/5/2024 13:40:41","21.2","3568","6953","4233",
"2022454","temp","23/5/2024 13:40:41","25.46","3568","16684","4233",
"2022455","pressure","23/5/2024 13:40:41","45.14","3568","2768","4233",
"2022456","co2","23/5/2024 13:40:41","0","3568","0","4233",
"2022457","o","23/5/2024 13:40:42","21.2","3568","6953","4234",
"2022458","temp","23/5/2024 13:40:42","25.48","3568","16700","4234",
"2022459","pressure","23/5/2024 13:40:42","45.14","3568","2768","4234",
"2022460","co2","23/5/2024 13:40:42","0","3568","0","4234",
"2022461","o","23/5/2024 13:40:43","21.2","3568","6953","4235",
"2022462","temp","23/5/2024 13:40:43","25.46","3568","16684","4235",
"2022463","pressure","23/5/2024 13:40:43","45.14","3568","2768","4235",
"2022464","co2","23/5/2024 13:40:43","0","3568","0","4235",
"2022465","o","23/5/2024 13:40:44","21.2","3568","6953","4236",
"2022466","temp","23/5/2024 13:40:44","25.48","3568","16700","4236",
"2022467","pressure","23/5/2024 13:40:44","45.14","3568","2768","4236",
"2022468","co2","23/5/2024 13:40:44","0","3568","0","4236",
"2022469","o","23/5/2024 13:40:45","21.2","3568","6953","4237",
"2022470","temp","23/5/2024 13:40:45","25.48","3568","16700","4237",
"2022471","pressure","23/5/2024 13:40:45","45.14","3568","2768","4237",
"2022472","co2","23/5/2024 13:40:45","0","3568","0","4237",
"2022473","o","23/5/2024 13:40:46","21.2","3568","6953","4238",
"2022474","temp","23/5/2024 13:40:46","25.48","3568","16700","4238",
"2022475","pressure","23/5/2024 13:40:46","45.14","3568","2768","4238",
"2022476","co2","23/5/2024 13:40:46","0","3568","0","4238",
"2022477","o","23/5/2024 13:40:47","21.2","3568","6953","4239",
"2022478","temp","23/5/2024 13:40:47","25.47","3568","16692","4239",
"2022479","pressure","23/5/2024 13:40:47","45.14","3568","2768","4239",
"2022480","co2","23/5/2024 13:40:47","0","3568","0","4239",
"2022481","o","23/5/2024 13:40:48","21.2","3568","6953","4240",
"2022482","temp","23/5/2024 13:40:48","25.47","3568","16692","4240",
"2022483","pressure","23/5/2024 13:40:48","45.4","3568","2784","4240",
"2022484","co2","23/5/2024 13:40:48","0","3568","0","4240",
"2022485","o","23/5/2024 13:40:49","21.2","3568","6953","4241",
"2022486","temp","23/5/2024 13:40:49","25.47","3568","16692","4241",
